Date,Open,High,Low,Close,Adj Close,Volume
12/3/18,16.040001,17.280001,15.94,16.440001,16.440001,0
12/4/18,16.84,21.940001,16.26,20.74,20.74,0
12/5/18,null,null,null,null,null,null
12/6/18,23.530001,25.940001,20.940001,21.190001,21.190001,0
12/7/18,22.42,24.709999,19.9,23.23,23.23,0
12/10/18,23.950001,25.940001,22.5,22.639999,22.639999,0
12/11/18,22.959999,23.6,21.389999,21.76,21.76,0
12/12/18,21.91,21.91,20.5,21.459999,21.459999,0
12/13/18,21,21.57,20.34,20.65,20.65,0
12/14/18,21.57,22.469999,20.950001,21.629999,21.629999,0
12/17/18,22.360001,25.879999,21.969999,24.52,24.52,0
12/18/18,24.68,26.139999,23.639999,25.58,25.58,0
12/19/18,25.15,26.639999,22.5,25.58,25.58,0
12/20/18,26.09,30.299999,24.68,28.379999,28.379999,0
12/21/18,28.24,31.35,25.709999,30.110001,30.110001,0
12/24/18,29.290001,36.099998,29.16,36.07,36.07,0
12/25/18,null,null,null,null,null,null
12/26/18,35.5,36.200001,29.59,30.41,30.41,0
12/27/18,31.200001,33.799999,29.66,29.959999,29.959999,0
12/28/18,29.969999,31.049999,27.43,28.34,28.34,0
12/31/18,27.59,27.639999,25.33,25.42,25.42,0
1/1/19,null,null,null,null,null,null
1/2/19,27.540001,28.530001,23.049999,23.219999,23.219999,0
1/3/19,25.68,26.6,24.049999,25.450001,25.450001,0
1/4/19,24.360001,24.48,21.190001,21.379999,21.379999,0
1/7/19,22.059999,22.709999,20.91,21.4,21.4,0
1/8/19,20.959999,22.030001,20.09,20.469999,20.469999,0
1/9/19,20.440001,22.799999,19.48,19.98,19.98,0
1/10/19,20.98,21.32,19.290001,19.5,19.5,0
1/11/19,19.68,20.16,18.120001,18.190001,18.190001,0
1/14/19,19.84,20.27,18.700001,19.07,19.07,0
1/15/19,18.530001,19.200001,17.98,18.6,18.6,0
1/16/19,18.08,19.040001,17.76,19.040001,19.040001,0
1/17/19,19.51,19.719999,17.85,18.059999,18.059999,0
1/18/19,17.799999,18.18,17.17,17.799999,17.799999,0
1/21/19,null,null,null,null,null,null
1/22/19,18.530001,21.15,18.200001,20.799999,20.799999,0
1/23/19,20.85,22.02,19.469999,19.52,19.52,0
1/24/19,19.690001,20.25,18.629999,18.889999,18.889999,0
1/25/19,18.43,18.459999,17.309999,17.42,17.42,0
1/28/19,18.559999,20.42,18.42,18.870001,18.870001,0
1/29/19,19.450001,19.93,18.42,19.129999,19.129999,0
1/30/19,19.15,19.309999,17.540001,17.66,17.66,0
1/31/19,17.389999,17.719999,16.540001,16.57,16.57,0
2/1/19,16.629999,16.83,16.08,16.139999,16.139999,0
2/4/19,16.719999,16.73,15.6,15.73,15.73,0
2/5/19,15.79,15.94,15.04,15.57,15.57,0
2/6/19,15.44,15.87,15.09,15.38,15.38,0
2/7/19,15.66,17.889999,15.51,16.370001,16.370001,0
2/8/19,16.809999,17.629999,15.62,15.72,15.72,0
2/11/19,16.17,16.5,15.34,15.97,15.97,0
2/12/19,15.23,15.65,14.95,15.43,15.43,0
2/13/19,15.46,15.91,15,15.65,15.65,0
2/14/19,15.61,17.27,15.3,16.219999,16.219999,0
2/15/19,16.82,16.82,14.79,14.91,14.91,0
2/18/19,null,null,null,null,null,null
2/19/19,15.65,16.16,14.64,14.88,14.88,0
2/20/19,14.92,15.19,13.99,14.02,14.02,0
2/21/19,14,15.17,13.85,14.46,14.46,0
2/22/19,14.46,14.47,13.51,13.51,13.51,0
2/25/19,13.91,14.9,13.44,14.85,14.85,0
2/26/19,15.16,15.28,14.52,15.17,15.17,0
2/27/19,15.53,16.17,14.7,14.7,14.7,0
2/28/19,15.17,15.24,14.39,14.78,14.78,0
3/1/19,14.57,14.84,13.41,13.57,13.57,0
3/4/19,13.77,16.98,13.38,14.63,14.63,0
3/5/19,14.52,15.39,14.26,14.74,14.74,0
3/6/19,14.91,16.110001,14.74,15.74,15.74,0
3/7/19,16.33,17.809999,15.54,16.59,16.59,0
3/8/19,17.379999,18.33,16.02,16.049999,16.049999,0
3/11/19,16.280001,16.43,14.33,14.33,14.33,0
3/12/19,13.97,14.7,13.61,13.77,13.77,0
3/13/19,14,14.05,13.25,13.41,13.41,0
3/14/19,13.35,13.84,13.16,13.5,13.5,0
3/15/19,13.21,13.28,12.5,12.88,12.88,0
3/18/19,13.13,13.8,13,13.1,13.1,0
3/19/19,12.89,13.77,12.37,13.56,13.56,0
3/20/19,13.54,14.3,13.05,13.91,13.91,0
3/21/19,14.11,14.56,13.26,13.63,13.63,0
3/22/19,13.77,17.52,13.62,16.48,16.48,0
3/25/19,17.76,17.85,16.26,16.33,16.33,0
3/26/19,16.219999,16.299999,14.67,14.68,14.68,0
3/27/19,14.52,16.709999,14.51,15.15,15.15,0
3/28/19,15.38,15.62,14.41,14.43,14.43,0
3/29/19,14.19,14.43,13.64,13.71,13.71,0
4/1/19,13.9,14.01,13.32,13.4,13.4,0
4/2/19,13.62,13.68,13.13,13.36,13.36,0
4/3/19,13.06,14.27,12.85,13.74,13.74,0
4/4/19,13.84,14.03,13.4,13.58,13.58,0
4/5/19,13.46,13.47,12.17,12.82,12.82,0
4/8/19,13.55,13.77,13.1,13.18,13.18,0
4/9/19,13.46,14.39,13.31,14.28,14.28,0
4/10/19,14.09,14.29,13.27,13.3,13.3,0
4/11/19,13.37,13.58,12.91,13.02,13.02,0
4/12/19,12.96,12.96,11.95,12.01,12.01,0
4/15/19,12.46,13.14,12.24,12.32,12.32,0
4/16/19,12.26,12.47,11.85,12.18,12.18,0
4/17/19,12.12,13.02,11.03,12.6,12.6,0
4/18/19,12.8,13.12,12.02,12.09,12.09,0
4/19/19,null,null,null,null,null,null
4/22/19,13.21,13.36,12.38,12.42,12.42,0
4/23/19,12.66,12.69,12.08,12.28,12.28,0
4/24/19,12.53,13.23,12.26,13.14,13.14,0
4/25/19,13.29,14.3,12.81,13.25,13.25,0
4/26/19,13.44,13.62,12.49,12.73,12.73,0
4/29/19,13.04,13.27,12.65,13.11,13.11,0
4/30/19,13.11,14.05,12.88,13.12,13.12,0
5/1/19,12.86,14.83,12.74,14.8,14.8,0
5/2/19,14.35,15.92,13.8,14.42,14.42,0
5/3/19,14.11,14.15,12.8,12.87,12.87,0
5/6/19,12.89,18.799999,12.89,15.44,15.44,0
5/7/19,15.9,21.84,15.8,19.32,19.32,0
5/8/19,18.950001,21.74,18.290001,19.4,19.4,0
5/9/19,21.4,23.379999,18.870001,19.1,19.1,0
5/10/19,18.790001,20.190001,15.57,16.040001,16.040001,0
5/13/19,18.620001,21.32,18.35,20.549999,20.549999,0
5/14/19,19.4,19.65,17.450001,18.059999,18.059999,0
5/15/19,17.57,19.15,16.41,16.440001,16.440001,0
5/16/19,16.690001,17.129999,15.16,15.29,15.29,0
5/17/19,15.89,16.809999,14.86,15.96,15.96,0
5/20/19,15.88,17.629999,15.46,16.309999,16.309999,0
5/21/19,15.86,16.219999,14.79,14.95,14.95,0
5/22/19,15.06,15.44,14.42,14.75,14.75,0
5/23/19,15.93,18.049999,15.28,16.92,16.92,0
5/24/19,16.34,16.52,15.52,15.85,15.85,0
5/27/19,null,null,null,null,null,null
5/28/19,16.549999,17.700001,15.9,17.5,17.5,0
5/29/19,18.549999,19.040001,17.620001,17.9,17.9,0
5/30/19,17.469999,18.110001,16.719999,17.299999,17.299999,0
5/31/19,19.049999,19.719999,18.01,18.709999,18.709999,0
6/3/19,19.41,19.75,18.16,18.860001,18.860001,0
6/4/19,18.74,18.74,16.969999,16.969999,16.969999,0
6/5/19,17.059999,17.49,16.040001,16.09,16.09,0
6/6/19,16.25,16.540001,15.36,15.93,15.93,0
6/7/19,15.65,16.440001,15.33,16.299999,16.299999,0
6/10/19,16.299999,16.469999,15.84,15.94,15.94,0
6/11/19,15.84,16.700001,15.5,15.99,15.99,0
6/12/19,16.26,16.43,15.78,15.91,15.91,0
6/13/19,16.16,16.209999,15.61,15.82,15.82,0
6/14/19,16,16.4,15.21,15.28,15.28,0
6/17/19,15.65,15.76,15.24,15.35,15.35,0
6/18/19,14.89,15.54,14.62,15.15,15.15,0
6/19/19,15.05,15.71,14.15,14.33,14.33,0
6/20/19,14.04,16.030001,13.19,14.75,14.75,0
6/21/19,14.74,15.48,14.42,15.4,15.4,0
6/24/19,15.46,15.56,15.23,15.26,15.26,0
6/25/19,15.43,16.68,15.1,16.280001,16.280001,0
6/26/19,16.1,16.6,15.47,16.209999,16.209999,0
6/27/19,15.66,16.4,15.66,15.82,15.82,0
6/28/19,15.7,16.129999,15.08,15.08,15.08,0
7/1/19,13.85,14.64,13.8,14.06,14.06,0
7/2/19,14.16,14.3,12.9,12.93,12.93,0
7/3/19,13.18,13.19,12.56,12.57,12.57,0
7/4/19,null,null,null,null,null,null
7/5/19,13,14.47,12.04,13.28,13.28,0
7/8/19,13.73,14.44,13.64,13.96,13.96,0
7/9/19,14.47,14.71,13.99,14.09,14.09,0
7/10/19,14.38,14.69,12.98,13.03,13.03,0
7/11/19,13.01,13.33,12.39,12.93,12.93,0
7/12/19,12.76,12.82,12.28,12.39,12.39,0
7/15/19,12.58,13.02,12.49,12.68,12.68,0
7/16/19,12.61,13.14,12.28,12.86,12.86,0
7/17/19,12.62,13.97,12.24,13.97,13.97,0
7/18/19,14.45,14.5,13.19,13.53,13.53,0
7/19/19,13.31,14.45,13.09,14.45,14.45,0
7/22/19,14.55,14.7,13.42,13.53,13.53,0
7/23/19,13.42,13.52,12.55,12.61,12.61,0
7/24/19,12.8,13.1,11.98,12.07,12.07,0
7/25/19,12.24,13.54,11.69,12.74,12.74,0
7/26/19,12.58,12.72,12.01,12.16,12.16,0
7/29/19,12.15,13.17,12.15,12.83,12.83,0
7/30/19,12.87,14.18,12.87,13.94,13.94,0
7/31/19,13.83,16.549999,13.46,16.120001,16.120001,0
8/1/19,15.41,19.459999,13.73,17.870001,17.870001,0
8/2/19,17.690001,20.110001,17.040001,17.610001,17.610001,0
8/5/19,19.959999,24.809999,19.91,24.59,24.59,0
8/6/19,22.290001,22.870001,19.77,20.17,20.17,0
8/7/19,20.700001,23.67,18.940001,19.49,19.49,0
8/8/19,19.360001,19.889999,16.82,16.91,16.91,0
8/9/19,18.139999,19.440001,17.309999,17.969999,17.969999,0
8/12/19,17.870001,21.26,17.77,21.09,21.09,0
8/13/19,21.280001,21.639999,17.52,17.52,17.52,0
8/14/19,17.809999,22.709999,17.75,22.1,22.1,0
8/15/19,21.58,24.1,20.780001,21.18,21.18,0
8/16/19,20.48,20.5,18.41,18.469999,18.469999,0
8/19/19,17.93,18.219999,16.52,16.879999,16.879999,0
8/20/19,16.780001,17.700001,16.450001,17.5,17.5,0
8/21/19,17.01,17.040001,15.51,15.8,15.8,0
8/22/19,16.120001,17.68,15.63,16.68,16.68,0
8/23/19,16.15,21.07,16.040001,19.870001,19.870001,0
8/26/19,20.34,21.33,19.059999,19.32,19.32,0
8/27/19,20.18,21.040001,18.49,20.309999,20.309999,0
8/28/19,20.549999,21.639999,19.1,19.35,19.35,0
8/29/19,19.02,19.200001,17.6,17.879999,17.879999,0
8/30/19,17.940001,19.18,17.09,18.98,18.98,0
9/2/19,null,null,null,null,null,null
9/3/19,20.959999,21.15,19.41,19.66,19.66,0
9/4/19,18.23,18.83,17.26,17.33,17.33,0
9/5/19,16.92,17.049999,15.45,16.27,16.27,0
9/6/19,15.92,16.059999,14.91,15,15,0
9/9/19,15.26,16.129999,14.95,15.27,15.27,0
9/10/19,15.53,16.52,15.11,15.2,15.2,0
9/11/19,15.33,15.52,14.55,14.61,14.61,0
9/12/19,14.69,14.94,13.85,14.22,14.22,0
9/13/19,14.16,14.31,13.51,13.74,13.74,0
9/16/19,14.89,15.29,14.5,14.67,14.67,0
9/17/19,14.92,15.03,14.4,14.44,14.44,0
9/18/19,14.61,15.8,13.8,13.95,13.95,0
9/19/19,14.66,14.66,13.31,14.05,14.05,0
9/20/19,13.94,15.84,13.35,15.32,15.32,0
9/23/19,15.35,16,14.71,14.91,14.91,0
9/24/19,14.77,17.620001,14.33,17.049999,17.049999,0
9/25/19,17.049999,18.450001,15.69,15.96,15.96,0
9/26/19,16.23,17.09,15.35,16.07,16.07,0
9/27/19,15.77,18.690001,15.15,17.219999,17.219999,0
9/30/19,17.23,17.35,16.200001,16.24,16.24,0
10/1/19,16.02,18.620001,15.79,18.559999,18.559999,0
10/2/19,18.75,21.459999,18.75,20.559999,20.559999,0
10/3/19,20.110001,21.440001,19.030001,19.120001,19.120001,0
10/4/19,19.42,19.969999,16.969999,17.040001,17.040001,0
10/7/19,18.27,18.52,16.440001,17.860001,17.860001,0
10/8/19,17.610001,20.379999,17.42,20.280001,20.280001,0
10/9/19,19.940001,20,17.77,18.639999,18.639999,0
10/10/19,19.280001,19.799999,17.559999,17.57,17.57,0
10/11/19,17.35,17.440001,15.11,15.58,15.58,0
10/14/19,15.66,16.5,14.51,14.57,14.57,0
10/15/19,13.94,14.43,13.39,13.54,13.54,0
10/16/19,13.94,14.26,13.6,13.68,13.68,0
10/17/19,13.79,14.18,13.31,13.79,13.79,0
10/18/19,14.2,15.16,13.78,14.25,14.25,0
10/21/19,14.24,14.63,14,14,14,0
10/22/19,13.99,14.61,13.7,14.46,14.46,0
10/23/19,14.83,15.12,14.01,14.01,14.01,0
10/24/19,13.98,14.34,13.4,13.71,13.71,0
10/25/19,13.53,13.79,12.62,12.65,12.65,0
10/28/19,13.01,13.14,12.66,13.11,13.11,0
10/29/19,13.16,13.52,13.07,13.2,13.2,0
10/30/19,13.08,13.37,12.27,12.33,12.33,0
10/31/19,13.51,13.95,13.18,13.22,13.22,0
11/1/19,12.5,12.6,12.26,12.3,12.3,0
11/4/19,12.68,13.13,12.44,12.83,12.83,0
11/5/19,12.85,13.28,12.25,13.1,13.1,0
11/6/19,13.18,13.39,12.6,12.62,12.62,0
11/7/19,12.59,12.89,12.26,12.73,12.73,0
11/8/19,12.98,13.05,12,12.07,12.07,0
11/11/19,13.15,13.49,12.66,12.69,12.69,0
11/12/19,12.64,13.1,12.36,12.68,12.68,0
11/13/19,12.91,13.9,12.88,13,13,0
11/14/19,13.16,13.81,12.93,13.05,13.05,0
11/15/19,12.95,12.97,11.92,12.05,12.05,0
11/18/19,12.39,13.1,12.32,12.46,12.46,0
11/19/19,12.33,13.01,12.16,12.86,12.86,0
11/20/19,13.42,14.17,12.61,12.78,12.78,0
11/21/19,13.35,13.86,12.49,13.13,13.13,0
11/22/19,12.82,13.25,12.33,12.34,12.34,0
11/25/19,12.51,12.59,11.73,11.87,11.87,0
11/26/19,11.88,12.04,11.42,11.54,11.54,0
11/27/19,11.55,11.79,11.44,11.75,11.75,0
11/28/19,null,null,null,null,null,null
11/29/19,12.5,12.83,12.12,12.62,12.62,0
12/2/19,12.69,15.27,12.55,14.91,14.91,0
12/3/19,14.68,17.99,14.61,15.96,15.96,0
12/4/19,16.379999,16.4,14.12,14.8,14.8,0
12/5/19,14.46,15.37,14.17,14.52,14.52,0
12/6/19,14.37,14.47,13.19,13.62,13.62,0
12/9/19,14.25,16.07,12.25,15.86,15.86,0
12/10/19,15.8,16.9,14.93,15.68,15.68,0
12/11/19,15.57,15.97,14.98,14.99,14.99,0
12/12/19,14.94,15.55,13.6,13.94,13.94,0
12/13/19,13.18,14.35,12.54,12.63,12.63,0
12/16/19,12.47,12.53,11.71,12.14,12.14,0
12/17/19,12.23,12.47,11.9,12.29,12.29,0
12/18/19,12.24,12.7,11.93,12.58,12.58,0
12/19/19,12.55,12.78,12.43,12.5,12.5,0
12/20/19,12.55,12.61,12.04,12.51,12.51,0
12/23/19,12.81,12.9,12.41,12.61,12.61,0
12/24/19,12.65,12.84,12.56,12.67,12.67,0
12/25/19,null,null,null,null,null,null
12/26/19,12.74,12.75,11.72,12.65,12.65,0
12/27/19,12.61,13.72,11.89,13.43,13.43,0
12/30/19,13.74,15.14,13.44,14.82,14.82,0
12/31/19,14.84,15.39,13.75,13.78,13.78,0
1/1/20,null,null,null,null,null,null
1/2/20,13.46,13.72,12.42,12.47,12.47,0
1/3/20,15.01,16.200001,13.13,14.02,14.02,0
1/6/20,15.45,16.389999,13.54,13.85,13.85,0
1/7/20,13.84,14.46,13.39,13.79,13.79,0
1/8/20,15.16,15.24,12.83,13.45,13.45,0
1/9/20,12.95,13.24,12.53,12.54,12.54,0
1/10/20,12.42,12.87,12.09,12.56,12.56,0
1/13/20,12.84,13.09,12.32,12.32,12.32,0
1/14/20,12.72,13.82,12.05,12.39,12.39,0
1/15/20,12.79,12.83,11.95,12.42,12.42,0
1/16/20,12.2,12.42,11.78,12.32,12.32,0
1/17/20,12.21,12.48,11.75,12.1,12.1,0
1/20/20,null,null,null,null,null,null
1/21/20,13.23,13.33,12.32,12.85,12.85,0
1/22/20,12.45,13.01,12.31,12.91,12.91,0
1/23/20,13.26,14.15,12.94,12.98,12.98,0
1/24/20,12.75,15.98,12.62,14.56,14.56,0
1/27/20,17.42,19.02,16.82,18.23,18.23,0
1/28/20,16.940001,18.030001,15.69,16.280001,16.280001,0
1/29/20,15.68,16.65,14.94,16.389999,16.389999,0
1/30/20,17.82,18.389999,15.3,15.49,15.49,0
1/31/20,16.25,19.99,16.18,18.84,18.84,0
2/3/20,18.639999,18.879999,17.1,17.969999,17.969999,0
2/4/20,16.450001,16.459999,15.63,16.049999,16.049999,0
2/5/20,16.290001,16.32,15.02,15.15,15.15,0
2/6/20,15.13,15.66,14.7,14.96,14.96,0
2/7/20,15.07,16.16,14.81,15.47,15.47,0
2/10/20,15.88,16.43,15.01,15.04,15.04,0
2/11/20,14.91,15.27,14.38,15.18,15.18,0
2/12/20,14.86,14.88,13.73,13.74,13.74,0
2/13/20,14.43,15.44,14,14.15,14.15,0
2/14/20,14.12,14.54,13.38,13.68,13.68,0
2/17/20,null,null,null,null,null,null
2/18/20,14.98,15.49,14.53,14.83,14.83,0
2/19/20,14.66,14.74,14.21,14.38,14.38,0
2/20/20,14.54,17.209999,14.49,15.56,15.56,0
2/21/20,17.33,18.209999,16.190001,17.08,17.08,0
2/24/20,22.25,26.35,22,25.030001,25.030001,0
2/25/20,23.280001,30.25,22.620001,27.85,27.85,0
2/26/20,26.629999,29.57,24.76,27.559999,27.559999,0
2/27/20,32.139999,39.310001,29.370001,39.16,39.16,0
2/28/20,42.02,49.48,39.369999,40.110001,40.110001,0
3/2/20,38.540001,40.41,31.5,33.419998,33.419998,0
3/3/20,33.650002,41.060001,24.93,36.82,36.82,0
3/4/20,34.439999,35.580002,30.299999,31.99,31.99,0
3/5/20,33.610001,42.84,33.540001,39.619999,39.619999,0
3/6/20,48.93,54.389999,40.84,41.939999,41.939999,0
3/9/20,41.939999,62.119999,41.939999,54.459999,54.459999,0
3/10/20,49.68,55.66,43.560001,47.299999,47.299999,0
3/11/20,52.240002,55.82,49.98,53.900002,53.900002,0
3/12/20,61.459999,76.830002,59.91,75.470001,75.470001,0
3/13/20,71.309998,77.57,55.169998,57.830002,57.830002,0
3/16/20,57.830002,83.559998,57.830002,82.690002,82.690002,0
3/17/20,82.690002,84.830002,70.370003,75.910004,75.910004,0
3/18/20,69.370003,85.470001,69.370003,76.449997,76.449997,0
3/19/20,80.620003,84.260002,68.57,72,72,0
3/20/20,67.860001,69.510002,57.419998,66.040001,66.040001,0
3/23/20,74.080002,76.739998,60.459999,61.59,61.59,0
3/24/20,58.759998,61.880001,36.240002,61.669998,61.669998,0
3/25/20,61.439999,68.860001,58.029999,63.950001,63.950001,0
3/26/20,65.669998,67.059998,57.66,61,61,0
3/27/20,64.949997,69.099998,61.799999,65.540001,65.540001,0
3/30/20,66.300003,67.690002,56.599998,57.080002,57.080002,0
3/31/20,56.689999,58.75,50.880001,53.540001,53.540001,0
4/1/20,57.380001,60.59,52.759998,57.060001,57.060001,0
4/2/20,54.459999,57.240002,50.450001,50.91,50.91,0
4/3/20,51.110001,52.290001,46.740002,46.799999,46.799999,0
4/6/20,44.169998,45.73,43.450001,45.240002,45.240002,0
4/7/20,44.830002,47.509998,43.509998,46.700001,46.700001,0
4/8/20,45.900002,47.279999,42.529999,43.349998,43.349998,0
4/9/20,43,45.73,41.389999,41.669998,41.669998,0
4/10/20,null,null,null,null,null,null
4/13/20,44.599998,45.040001,41.169998,41.169998,41.169998,0
4/14/20,40.240002,40.57,37.310001,37.759998,37.759998,0
4/15/20,42.57,43.23,40.049999,40.84,40.84,0
4/16/20,41.919998,43.02,39.869999,40.110001,40.110001,0
4/17/20,39.5,40.259998,37.630001,38.150002,38.150002,0
4/20/20,40.68,43.830002,39.880001,43.830002,43.830002,0
4/21/20,44.279999,47.77,43.77,45.41,45.41,0
4/22/20,44.91,45.07,41.41,41.98,41.98,0
4/23/20,41.299999,42.470001,39.060001,41.380001,41.380001,0
4/24/20,38.799999,40.169998,35.599998,35.93,35.93,0
4/27/20,36.290001,36.439999,32.509998,33.290001,33.290001,0
4/28/20,33.209999,35.389999,30.540001,33.57,33.57,0
4/29/20,32.48,33.189999,30.709999,31.23,31.23,0
4/30/20,30.99,35.939999,30.93,34.150002,34.150002,0
5/1/20,38.169998,39.57,36.59,37.189999,37.189999,0
5/4/20,39.130001,40.32,35.529999,35.970001,35.970001,0
5/5/20,34.82,36.220001,31.950001,33.610001,33.610001,0
5/6/20,32.689999,35.689999,31.68,34.119999,34.119999,0
5/7/20,32.119999,32.279999,30.370001,31.440001,31.440001,0
5/8/20,30.139999,30.389999,27.889999,27.98,27.98,0
5/11/20,28.459999,31.459999,26.969999,27.57,27.57,0
5/12/20,28.469999,33.040001,26,33.040001,33.040001,0
5/13/20,32.740002,37.419998,30.77,35.279999,35.279999,0
5/14/20,35.16,39.279999,32.330002,32.610001,32.610001,0
5/15/20,32.5,35.130001,31.040001,31.889999,31.889999,0
5/18/20,30.709999,31.08,28.35,29.299999,29.299999,0
5/19/20,28.73,30.74,28.370001,30.530001,30.530001,0
5/20/20,29.52,29.83,27.83,27.99,27.99,0
5/21/20,28.969999,30.200001,27.67,29.530001,29.530001,0
5/22/20,31.360001,31.549999,28.030001,28.16,28.16,0
5/25/20,null,null,null,null,null,null
5/26/20,27.719999,28.58,27.18,28.01,28.01,0
5/27/20,27.620001,30.530001,25.92,27.620001,27.620001,0
5/28/20,27.82,29.889999,27.43,28.59,28.59,0
5/29/20,29.299999,30.16,27.290001,27.51,27.51,0
6/1/20,28.940001,30.6,28.110001,28.23,28.23,0
6/2/20,28.4,28.52,26.66,26.84,26.84,0
6/3/20,26.75,26.98,25.040001,25.66,25.66,0
6/4/20,26.23,26.43,24.379999,25.809999,25.809999,0
6/5/20,24.790001,25.09,23.540001,24.52,24.52,0
6/8/20,25.559999,25.98,24.65,25.809999,25.809999,0
6/9/20,25.93,27.700001,25.709999,27.57,27.57,0
6/10/20,26.73,29.01,26.059999,27.57,27.57,0
6/11/20,30.450001,42.580002,29.49,40.790001,40.790001,0
6/12/20,37.68,44.16,34.970001,36.09,36.09,0
6/15/20,44.09,44.439999,34.279999,34.400002,34.400002,0
6/16/20,34.279999,37.450001,31.73,33.669998,33.669998,0
6/17/20,33.279999,35.169998,32.25,33.470001,33.470001,0
6/18/20,33.830002,36.25,32.240002,32.939999,32.939999,0
6/19/20,32.07,35.119999,30.4,35.119999,35.119999,0
6/22/20,35.220001,35.389999,31.639999,31.77,31.77,0
6/23/20,31.709999,31.709999,29.26,31.370001,31.370001,0
6/24/20,31.049999,37.119999,30.950001,33.84,33.84,0
6/25/20,36.59,36.93,31.59,32.220001,32.220001,0
6/26/20,33.009998,36.25,31.040001,34.73,34.73,0
6/29/20,35.049999,36.310001,31.780001,31.780001,31.780001,0
6/30/20,32.540001,32.939999,29.559999,30.43,30.43,0
7/1/20,30.959999,31.76,28.200001,28.620001,28.620001,0
7/2/20,28.33,28.440001,25.9,27.68,27.68,0
7/3/20,null,null,null,null,null,null
7/6/20,27.76,28.33,24.92,27.940001,27.940001,0
7/7/20,28.77,29.629999,27.25,29.43,29.43,0
7/8/20,28.950001,30.200001,27.24,28.08,28.08,0
7/9/20,28.18,31.48,26.110001,29.26,29.26,0
7/10/20,30.860001,30.91,27.129999,27.290001,27.290001,0
7/13/20,27.85,32.450001,26.870001,32.189999,32.189999,0
7/14/20,31.139999,33.669998,29.209999,29.52,29.52,0
7/15/20,29.15,30.09,27.17,27.76,27.76,0
7/16/20,28.41,29.290001,26.98,28,28,0
7/17/20,27.15,27.540001,25.41,25.68,25.68,0
7/20/20,26.940001,27.08,24.35,24.459999,24.459999,0
7/21/20,24.08,25.65,23.610001,24.84,24.84,0
7/22/20,24.559999,26.26,24.129999,24.32,24.32,0
7/23/20,23.969999,26.950001,23.6,26.08,26.08,0
7/24/20,27.959999,28.58,25.530001,25.84,25.84,0
7/27/20,26.6,26.940001,24.549999,24.74,24.74,0
7/28/20,24.860001,25.85,24.049999,25.440001,25.440001,0
7/29/20,25.16,25.42,23.73,24.1,24.1,0
7/30/20,25.040001,28.290001,24.639999,24.76,24.76,0
7/31/20,24.790001,26.41,23.549999,24.459999,24.459999,0
8/3/20,25.75,26.01,22.17,24.280001,24.280001,0
8/4/20,24.01,24.76,22.92,23.76,23.76,0
8/5/20,23.440001,23.610001,22.860001,22.99,22.99,0
8/6/20,23.030001,24.110001,20.969999,22.65,22.65,0
8/7/20,23.450001,24.02,22.02,22.209999,22.209999,0
8/10/20,22.879999,23.52,21.459999,22.129999,22.129999,0
8/11/20,21.85,24.93,20.280001,24.030001,24.030001,0
8/12/20,22.82,22.879999,21.540001,22.280001,22.280001,0
8/13/20,22.200001,22.92,21.450001,22.129999,22.129999,0
8/14/20,22.27,23.549999,21.790001,22.049999,22.049999,0
8/17/20,22.52,22.82,21.34,21.35,21.35,0
8/18/20,21.690001,22.549999,21.18,21.51,21.51,0
8/19/20,21.6,22.98,20.99,22.540001,22.540001,0
8/20/20,24.1,24.6,22.370001,22.719999,22.719999,0
